Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CO2,COG,Congo,1.803247983,2.06558136,1.978164735,8.95883502,12.88431875,7.96505796,7.69688045,2.46936967,1.52936174,1.388821845,1.823142168,2.047958336,2.375270859,2.449503168,2.417370228,2.456459445,2.39326463,2.444437736,2.417144672,2.419985354,2.384468813,2.432938761,2.372735796,2.341791462,2.143928292,2.729989106,3.286181847,3.384117841,4.026303373,4.168711135,4.511549076,4.398513872,2.859053928,3.566149732,3.61940667,4.330158263,4.817175922,4.264252287,4.431737575,4.915821722,5.290947718,4.850643374,4.478551455,5.43821468,5.276175485,5.749850774,5.589845884,5.530655408,6.386482741,7.202048818,7.368594944,7.01883379,7.719590408,7.250789807
CO2,COK,Cook Islands,0.018764313,0.018764572,0.020009351,0.024079614,0.029561549,0.024405475,0.024042921,0.025387575,0.025190227,0.027071367,0.029153804,0.057674188,0.056808134,0.056167015,0.050126913,0.05545716,0.03592148,0.040901817,0.041253012,0.039716897,0.041106887,0.029572059,0.046874179,0.04749118,0.048806357,0.04428311,0.044788495,0.046132573,0.047474903,0.047457443,0.060920723,0.061415654,0.033996755,0.03074241,0.049623068,0.081077146,0.083937515,0.071880956,0.073661061,0.065696306,0.082630543,0.093252912,0.098092823,0.10358742,0.110548735,0.099966057,0.105425067,0.114933476,0.116938739,0.122166777,0.124218435,0.130258828,0.137498164,0.142210829
CO2,COL,Colombia,28.85177737,29.15816809,29.87907142,30.82854868,31.93460711,34.33321,36.63307777,37.61843572,40.11982124,40.34476095,41.08847046,41.5973072,42.19106225,44.27903726,45.01876143,46.56359537,47.08171513,49.10704937,49.61871408,51.15493094,53.32172137,55.10993773,57.17296579,60.43440131,59.95349272,62.74189774,61.79317824,67.04833746,68.1565418,59.46188571,62.57416321,62.20245811,59.76357847,59.26023826,59.2855356,61.0510784,58.16618093,60.35542638,60.29704788,63.76127311,65.7737585,70.79402264,71.07040246,80.92866446,82.17114375,83.52270834,85.85300775,78.17824948,82.0012057,82.70647459,80.86494713,87.9477488,91.76050397,100.8627109
CO2,COM,Comoros,0.021866959,0.021878964,0.021780486,0.022535114,0.02430562,0.025247339,0.02617921,0.027111421,0.027561542,0.031762311,0.031203319,0.029906622,0.02780753,0.030420797,0.029405701,0.029325024,0.016984611,0.050260656,0.046148439,0.04265329,0.039264239,0.047351582,0.040307806,0.039366747,0.039252223,0.040298246,0.041809092,0.041868694,0.052881894,0.054459644,0.090860458,0.096447817,0.099780683,0.129378097,0.140132273,0.135828621,0.163268234,0.10685592,0.107062413,0.133027894,0.156633221,0.14209689,0.14743698,0.176844851,0.154952243,0.169770785,0.198426277,0.255209431,0.278680307,0.318483022,0.334445429,0.340258079,0.317237361,0.317695012
CO2,CPV,Cabo Verde,0.149966247,0.149973021,0.149206275,0.154402009,0.166689893,0.173158936,0.17953619,0.185900089,0.188877166,0.218139015,0.214067234,0.204841998,0.081814876,0.089602095,0.105571721,0.105205887,0.034041704,0.050522436,0.062495993,0.069449049,0.053716126,0.067280752,0.066856653,0.065222775,0.076387272,0.07640735,0.091414095,0.091467015,0.09320816,0.095984126,0.282558437,0.32278766,0.359206748,0.36024716,0.38933663,0.607964999,0.667218355,0.74752826,0.728741868,0.710112128,0.753478865,0.879866952,0.75860065,0.741299448,0.776343012,0.784056087,0.822431023,0.869477033,0.875113306,0.928056447,0.975804839,0.992744032,1.037082531,1.006330128
CO2,CRI,Costa Rica,1.43342854,1.446515395,1.621356817,1.831875514,1.79804143,1.971092636,2.028497725,2.556312853,2.762171223,2.755008841,2.490498503,2.306169761,1.971579179,2.001410953,2.077832766,2.190520259,2.286039667,2.410253766,2.551726428,2.882394411,2.914847344,3.152257724,4.241721131,4.263528719,5.002841023,4.965956015,4.742075639,4.676283513,5.17093459,5.161373449,5.119749584,5.520401431,5.63415456,6.05631846,6.167300812,6.352831368,6.90200193,7.699699245,7.635041693,7.326641139,7.245438212,7.705872049,7.64477185,7.945201808,8.055959765,7.770036548,8.243485739,8.390805214,8.453685364,8.206739522,7.180347197,8.018486486,8.090026797,8.573344504
CO2,CUB,Cuba,21.8917389,22.06933041,21.69277315,23.38197301,25.36066458,26.0753911,27.51408381,29.99886135,32.15890089,32.56773728,33.40336057,33.65319948,33.4652271,36.03570217,38.0274565,35.39222619,36.0300143,39.24552299,40.92478691,41.7151991,38.66037168,30.12254481,23.91245502,21.86961894,22.49847517,23.94011291,25.92935396,28.37856565,27.85837789,28.6382352,28.99184547,27.81947321,26.56186968,25.794459,25.3133757,26.24129468,26.80934308,27.69311019,26.7469553,26.96153049,28.2070445,27.76682827,28.93387992,29.09391524,26.92436776,29.47057801,27.37130107,26.49321245,26.84798178,24.5782001,21.59973673,21.14827359,20.84757015,22.06698748
CO2,CYM,Cayman Islands,0.025521111,0.027318737,0.035511047,0.038065129,0.035896178,0.045900246,0.04379051,0.050782411,0.053211849,0.055017449,0.056752091,0.057992196,0.058528986,0.061593214,0.07322747,0.075852391,0.083841586,0.09433555,0.107470356,0.110184399,0.115040258,0.113743528,0.116348881,0.107845914,0.126913641,0.133012032,0.131961622,0.135519407,0.13875933,0.140586422,0.131465389,0.130185124,0.142581961,0.150216112,0.139259558,0.146482608,0.163860575,0.204799631,0.222264178,0.226943094,0.246593199,0.199007896,0.190405715,0.216053584,0.231468675,0.250234018,0.262591598,0.280394248,0.269654879,0.376633846,0.305621739,0.33809591,0.339519641,0.358014712
CO2,CYP,Cyprus,2.167528941,2.184266587,2.663431358,2.771585228,2.122186764,2.163576557,2.631473779,2.793804261,2.903714938,3.098403506,3.269900139,3.131310151,3.164957305,3.150692314,3.202722069,3.146376368,3.497542821,4.059311623,4.114173743,4.350866069,4.638500377,5.160491826,5.488349461,5.744874571,5.988864172,5.858777082,6.221528357,6.311588133,6.615241646,6.876430451,7.132102341,6.997517341,7.174793092,7.843211059,7.788302232,7.905219091,8.010564676,8.308270434,8.493628196,8.286556511,7.913449051,7.65568265,7.120796657,6.439486755,6.816116167,6.85502714,7.220691844,7.361895697,7.21272518,7.215465102,6.801409018,6.904179862,7.185309534,7.183299498
CO2,CZE,Czechia,188.2861138,188.5453784,188.4772515,186.5225336,169.7647159,177.0443627,182.4480228,192.9387869,190.7715456,200.516008,193.5132673,194.1664337,196.1481907,196.8016101,199.3563246,196.7488148,194.7943079,194.638352,190.6226612,183.0856154,165.4919831,150.1519344,144.3736511,139.845051,134.3608096,133.589829,137.3959288,134.0098662,127.9637335,119.7127705,132.313165,132.2220204,127.3975658,130.6623325,131.5267087,129.0421269,130.7850166,132.3297187,126.1147916,119.70741,120.9891028,118.1129189,114.0231595,109.5259484,107.2328218,108.2846692,109.8082302,110.3750086,109.3389385,103.3032474,94.3915667,99.14807759,99.43254513,90.51280348
CO2,DEU,Germany,1084.657531,1077.419205,1105.290332,1157.720284,1122.506646,1060.566106,1122.934719,1101.444127,1139.316953,1189.477081,1135.598396,1099.965314,1054.040136,1069.550522,1085.737302,1086.340214,1080.19401,1072.252383,1065.979888,1050.768962,1013.031618,992.035304,938.1012735,929.6470401,915.6040557,910.8205243,939.695749,907.8210428,906.9508195,871.0236324,871.7356744,885.8183408,870.311638,878.2763013,863.7247474,842.099331,855.8554528,826.9926186,830.3550777,768.5530635,815.378388,788.5477043,800.4647518,818.2783726,779.2231199,785.3871812,789.7137865,774.9481794,747.2144765,697.0084883,642.5520468,677.803873,659.5018471,582.9505817
CO2,DJI,Djibouti,0.711588941,0.711609411,0.707963984,0.732726136,0.791272763,0.822106796,0.852511147,0.882844187,0.897050479,1.036418175,1.017041256,0.778609384,0.722056151,0.593586365,0.477530232,0.475843094,0.444904759,0.642739796,0.576940769,1.227001025,0.973225709,1.222017078,1.046255754,1.02916188,1.053487868,1.072615072,1.113076046,1.123149337,1.144524439,1.178716452,0.73984021,0.750237806,0.778424225,0.820144092,0.791163732,0.755007374,0.730656883,0.74872485,0.810552566,0.730334561,0.815554773,0.632929846,0.807251175,0.886385791,0.885934182,0.809720069,0.738786019,0.663769918,0.718252489,0.707465788,0.734823407,0.792828474,0.748484005,0.749204256
CO2,DMA,Dominica,0.00758801,0.007584123,0.009178486,0.009259211,0.0082815,0.009968831,0.009066564,0.009985743,0.009991068,0.009887493,0.009780256,0.014228681,0.01332056,0.013059168,0.014489855,0.014538734,0.012468647,0.018459593,0.021303748,0.0218399,0.021331678,0.021422958,0.021562964,0.038785624,0.051195243,0.058901369,0.06458729,0.062872691,0.036051204,0.061890345,0.055424643,0.055804105,0.050706037,0.057621851,0.061470314,0.060486642,0.064217055,0.07678661,0.073555672,0.075031986,0.077326121,0.059547062,0.054324831,0.05993489,0.066945177,0.072418993,0.07771027,0.069167346,0.07490099,0.084055077,0.068375191,0.075502048,0.075804247,0.079854811
CO2,DNK,Denmark,61.95338088,57.68429012,59.73237415,58.78279423,52.38201993,54.66737734,60.37660254,62.08249931,62.0204464,65.44129415,64.86785272,54.55376836,56.84674308,53.30884718,54.94588198,62.74323919,63.37476856,61.40968895,57.48857324,51.80445824,52.42597525,63.08394488,57.3890322,59.71115507,63.69143083,60.5879593,74.01471995,64.24833348,60.259063,57.28209945,53.15583929,54.75423954,54.27534164,59.70409756,54.13904022,50.67018375,58.62188143,53.88360149,50.63397829,48.44305353,48.55661692,43.48754668,38.59208644,40.33912786,36.20429317,34.0735922,35.70642807,33.57235613,33.65443743,30.20215822,27.79671832,29.39591392,28.14152765,26.77291179
CO2,DOM,Dominican Republic,3.882248656,3.930367898,5.059462303,5.075900543,5.428103103,5.634373905,5.781889164,6.246504386,6.364113352,6.722530429,6.917622503,6.577261732,6.396953577,7.413112843,7.795228591,6.851271411,7.661148772,8.806561466,8.832540099,9.409281841,8.046901328,8.426091231,9.777472913,9.655896134,11.28363522,11.99641646,12.9050639,14.6827528,16.78934402,18.20166556,19.00818276,19.14043569,21.01424365,18.79185864,17.42141735,18.78617038,20.57487441,20.74820179,20.71448978,19.83457434,20.92072442,21.12035286,21.87780851,21.4766892,21.69378163,23.86830409,24.8648917,23.77912077,25.62084641,28.52456189,26.90025324,29.66621789,29.6442087,31.3508129
CO2,DZA,Algeria,19.69062607,23.01107187,35.15110826,47.29913495,39.90042538,36.40739337,47.07414478,52.14951958,57.35407359,57.42336299,57.20357769,54.0014982,56.86308808,59.19301575,62.35849106,71.68419505,74.94876293,72.23015037,72.93922147,73.19393398,72.15934175,75.19180188,84.78122107,82.97267182,81.15244223,83.81668074,81.50602105,79.62082334,81.43891389,84.9525627,87.93621649,85.8202708,89.68410032,96.50244172,96.62177809,101.3969792,105.5010426,108.9120721,113.7023792,116.0854702,118.6146578,124.7949774,140.2599072,145.7032414,155.0108349,164.8621357,160.9903196,166.5514382,174.8356794,181.6493186,171.8930606,179.7420533,186.6444474,180.3576499
CO2,ECU,Ecuador,5.019030335,4.4900913,4.480054816,5.665389451,6.917075714,7.496493273,8.585874221,9.978270386,11.21403785,12.15271662,12.79335002,14.08702197,14.18211132,13.33040954,13.99811598,15.05802247,15.74795891,14.49081589,16.27086593,16.33658462,17.55409721,17.59137951,18.53127606,18.07921127,18.95131079,20.80175653,23.96722433,24.97756538,24.50679238,21.69628804,22.04269411,24.30907121,24.29613343,24.83681102,26.22630201,28.23692845,30.2321183,30.839625,31.87226166,34.67452391,37.37414922,37.74729786,37.92281903,40.34907293,42.54262924,42.26322517,40.9718603,39.76406662,41.371735,40.82624509,35.71246758,39.88957349,42.26022134,45.3281604
CO2,EGY,Egypt,25.449945,25.15769107,27.3379284,25.45371954,29.42595126,31.7244971,36.67243902,37.83256667,38.31447479,41.60942485,45.70366464,51.65817408,55.81852368,62.16004365,68.43828693,71.81678074,74.98426715,81.26086772,83.42022486,88.57229654,91.50094266,93.67379807,97.44502255,97.78306313,93.22282145,99.72650286,106.9189237,113.7744179,120.1209167,129.403421,127.9103147,141.1988293,144.9574977,147.8503411,160.4135269,178.3832028,188.8715547,201.951741,202.0152189,210.334923,211.7458686,219.3321841,232.9413394,228.7388452,233.0929981,239.3925378,250.0973517,262.0765549,256.5748824,237.0638939,226.1883868,249.7364995,247.1606632,249.3318513
CO2,ERI,Eritrea,0.341692603,0.339904341,0.32166997,0.324555009,0.317204039,0.30171558,0.293964063,0.249014604,0.258639754,0.286817513,0.301099609,0.339525888,0.31761396,0.322494503,0.323791088,0.33320764,0.291425151,0.296542288,0.305565622,0.312955266,0.329209288,0.378174652,0.491044424,0.683594983,0.770835757,0.834042082,0.917148078,0.858814704,0.639401297,0.679249076,0.670250644,0.735306141,0.72553804,0.700404908,0.717333029,0.604181622,0.543359923,0.530039715,0.46303988,0.480877308,0.516724109,0.616609805,0.634250922,0.593539103,0.595550503,0.577587543,0.597149648,0.586105463,0.65502406,0.6735214,0.671779785,0.712164029,0.667389735,0.668500259
CO2,ESH,Western Sahara,0.08683008,0.086829107,0.085648263,0.088005336,0.09428958,0.099434073,0.099860896,0.10338803,0.100587358,0.111410871,0.122452094,0.112440211,0.115600348,0.118510233,0.115404381,0.129228547,0.133589481,0.174862784,0.163187875,0.150954088,0.149702918,0.181064513,0.160348716,0.149784402,0.150999159,0.175654064,0.17904292,0.187718233,0.190311544,0.197819602,0.255333722,0.258850812,0.258235443,0.264146534,0.263241085,0.259564021,0.260021666,0.256063997,0.257509432,0.255593073,0.252954449,0.23890153,0.239483782,0.238093037,0.233442439,0.238077573,0.240047032,0.214772471,0.225724993,0.233008541,0.197393426,0.2408665,0.265975561,0.264759859
CO2,ESP,Spain and Andorra,144.2627982,140.8824552,153.2387209,166.1213971,178.5505917,184.4173013,202.6223971,194.5748701,193.4080075,205.1614666,214.933285,220.6067413,214.1535159,217.3048852,206.4321598,199.7004276,203.5719573,204.7612737,208.9370701,227.2505305,231.8185414,239.5207263,247.7516744,233.1051429,243.9678838,256.4463954,247.453714,267.1065573,275.1191087,297.101967,313.2399025,313.915496,331.3246142,339.7314664,355.4423558,370.4277714,361.5215205,374.6869236,343.0930673,303.7758472,291.2431108,293.1617808,287.3970887,260.5978291,258.0154687,275.0785905,266.5311057,281.6954093,275.1300605,257.7258505,218.7442183,237.5868759,235.4711512,217.2617218
CO2,EST,Estonia,21.26405636,21.28937711,23.15576476,26.46463245,29.48672524,32.07394837,33.67295684,35.04782956,37.32264606,38.81929808,40.28559757,41.3507809,41.51582255,41.25218472,40.21422947,39.37944266,38.36142084,37.73350416,35.80688396,32.55755933,39.48406886,36.04156626,26.13408866,21.35636223,21.96240477,20.00418297,20.97765108,20.54369683,18.61288707,17.13902507,17.37650499,17.75923677,16.99882754,19.03053456,19.40239495,19.37759495,18.71599506,22.26138859,20.13554388,16.81139269,21.5579552,21.673616,20.52359716,22.91440688,21.92075502,19.99096083,19.97976075,21.22272134,22.35883752,14.70778834,11.48079108,12.30953615,12.58815637,11.43636893
CO2,ETH,Ethiopia,1.167052028,1.170817617,1.087010532,1.187202621,1.201757118,1.069122937,1.064379424,1.135638936,1.171844274,1.217516123,1.252676345,1.361889727,1.249394839,1.33414284,1.241666935,1.291150397,1.622008166,1.899228741,1.983249351,2.091530227,2.186123504,2.165353941,1.695728009,2.158780711,2.496108795,2.826158296,3.186803207,3.332859305,3.541451165,3.495606277,3.875971752,4.786984946,4.920840444,5.259560747,5.730118047,5.471389049,5.79287304,6.348477787,6.862059553,6.905779698,6.876515553,7.95915793,8.986762809,10.44222132,12.40459821,13.5096315,16.03158005,15.86879124,17.46516072,18.82944164,16.87735751,17.27708185,16.53906439,16.7076921
CO2,FIN,Finland,41.24220898,40.65544119,44.34785687,48.42089299,44.60827588,44.76103109,51.00030508,50.67664624,57.12546261,56.89075814,57.41756863,48.00917969,46.26309131,44.67723296,46.02117805,50.45578289,50.56120548,55.22315759,53.86736207,53.88854274,56.22152851,56.90687976,54.0902387,55.36457692,62.09061324,58.74900481,64.93441595,62.74064427,59.53906983,58.89448011,57.52516974,63.57146185,65.72163778,74.0901789,70.44944198,58.24091031,69.84984205,68.06446461,59.82370252,57.07548155,65.84245318,58.21707622,52.32010238,53.32723649,49.43736208,45.97095021,48.80347077,46.0729875,47.4347961,44.1406308,39.46487693,39.4363641,36.15368243,32.26887724
CO2,FJI,Fiji,0.7126752,0.721613543,0.770051662,0.916522134,1.108613542,0.921268745,0.906478557,0.960768723,0.959407198,1.027470705,1.102417261,1.125303032,1.095733406,0.906857699,0.756571054,0.84897344,0.873372872,0.79286511,0.78374687,0.906927806,1.015033248,0.891407484,1.000478637,1.083587536,1.133412087,1.123745852,1.178020734,1.216675497,1.20619843,1.292591902,1.460587415,1.582051262,1.307614446,1.52106958,1.978566132,1.730399821,1.860294127,1.723567951,1.291235693,1.062927118,1.695862871,1.244804253,1.204449308,1.372477574,1.559034877,1.616440919,1.591797988,1.749797276,1.845059246,1.918148504,1.934759466,2.028129117,2.13861214,2.210537892
CO2,FLK,Falkland Islands,0.002933862,0.002931193,0.003568225,0.003599522,0.003207488,0.00388173,0.003519393,0.003884986,0.003885518,0.003842637,0.003798645,0.003726634,0.003483913,0.003414164,0.003795768,0.004754857,0.003832195,0.004071543,0.007729613,0.011605926,0.005681297,0.005706656,0.005747654,0.005602995,0.005709364,0.011191027,0.006738431,0.012603107,0.007087708,0.007181872,0.007198393,0.007798715,0.009072245,0.010269199,0.010920253,0.011159762,0.014187793,0.014858866,0.01563725,0.017239329,0.017080024,0.012662581,0.013442698,0.015404753,0.016257349,0.017324516,0.019192543,0.017085701,0.01848507,0.021234137,0.017225063,0.01905516,0.018500872,0.01945408
CO2,FRA,France and Monaco,469.4413568,481.5544969,499.1042967,535.7473182,517.0075673,476.495436,521.9985081,503.432955,521.4465316,529.0211302,507.0500431,456.7116474,435.6641947,416.5338732,404.9673183,394.7067723,382.6010081,375.7727062,375.8439202,390.3599802,385.2720254,410.3360977,396.9290138,377.2829746,373.0042061,382.0537016,396.7419119,388.4739272,410.4712819,404.1642307,401.2111512,405.3435043,399.9106069,404.8425696,405.9174935,408.1656488,397.4259028,390.2733738,383.0040674,370.3758925,377.7598295,364.3138653,366.1387775,360.9924294,328.0878918,332.9748732,335.767833,339.3458022,328.6301754,322.752334,287.3243179,319.4248074,310.4579348,282.4274667
CO2,FRO,Faroes,0.000877991,0.000919529,0.000961719,0.001004572,0.001049783,0.001094547,0.001130181,0.001167618,0.001202668,0.00124156,0.001279564,0.001307378,0.001336633,0.001364156,0.001394263,0.00142589,0.001460937,0.001498053,0.00153234,0.001563554,0.001588283,0.001599839,0.001605756,0.001606181,0.001609502,0.001624093,0.001639397,0.001658875,0.001681629,0.001708079,0.00175666,0.001790822,0.00182146,0.001850793,0.00189047,0.00192214,0.001935538,0.001943083,0.001953806,0.001965024,0.001976094,0.001987457,0.00199868,0.001999058,0.001998823,0.001999183,0.001999482,0.002013383,0.002029306,0.002044929,0.002058977,0.002072657,0.002088992,0.002103472
CO2,GAB,Gabon,0.603670024,1.116739779,1.203541185,3.85536959,3.957368755,5.097269506,5.913081955,5.844324384,6.495943832,6.399331835,6.151876731,6.475088259,6.45809674,5.931205874,6.860124045,7.840516239,5.628305934,4.799206774,4.960001661,6.258507104,6.171130063,4.933928084,4.971906681,5.082684656,5.045827531,5.670622535,6.332551955,6.048750772,6.922952145,6.589983251,6.603547739,6.740604248,6.471797448,7.341978016,6.624841217,6.391143251,5.706502498,5.17494796,5.518541753,5.448279761,5.957310551,5.819022098,5.889124883,6.076642917,6.266098126,6.440117925,6.500026127,5.626704169,5.257678551,5.438903866,5.30964359,5.137745989,5.395034865,4.926896005
CO2,GBR,United Kingdom,673.4201505,668.6713931,657.7171531,690.0309905,644.6401903,623.6572376,629.8113453,638.3124783,636.4771186,672.6635652,608.325396,589.0209909,573.1009705,566.2652719,549.9603004,576.5427021,590.5337047,595.1846859,592.8904476,579.2873921,582.3489842,591.4813009,578.1824001,562.1317312,554.6245327,548.0822956,567.3641979,546.4920484,547.1040831,543.7185785,551.6797142,562.9084714,546.9058771,560.4270026,560.9378502,559.3282643,559.7568249,550.2286605,533.7478529,483.361403,500.6284967,459.0174108,481.1899557,470.1718268,430.4962349,415.8560477,393.3439008,381.2854154,373.2205491,357.3325782,319.0146677,339.4952583,327.4606652,302.1032807
CO2,GEO,Georgia,23.93045612,23.65332982,25.12700224,26.6421656,27.92544994,29.93271957,30.43217394,30.73586522,31.5327488,32.62033184,33.50197946,33.90254117,33.49778641,32.92074099,32.63527764,32.19733677,31.91205577,32.32198582,31.83701251,30.65116578,34.48835472,26.60997863,20.92097065,16.7463491,10.91967185,8.519545531,6.896939463,6.048158005,5.485516641,4.8879906,5.212091338,3.878700081,3.592242494,3.954878679,4.309039386,4.977930956,5.680392062,6.594702362,5.679683196,6.469541734,6.292364111,7.582588214,8.271273757,9.1459316,9.83724672,10.64552281,11.02359874,11.16901869,11.13453727,11.91983972,11.54626127,12.147213,12.63394143,12.8635951
CO2,GHA,Ghana,2.344604577,2.384277519,2.496215818,2.550738594,2.718561499,2.894093382,2.959879183,3.055169684,2.971200509,2.634979903,2.663078087,3.174390944,2.733366902,1.726830021,2.000856074,2.341109551,2.538740423,2.707662135,2.842504039,3.171452818,3.131029043,2.902883215,3.427229248,3.535754076,3.763617958,4.044241432,4.388873091,4.616879034,6.269792901,6.842524971,6.085899553,6.573167089,7.751493847,7.279127594,6.800599458,7.187702702,8.721369726,9.21131362,8.746407747,10.04715718,11.2481355,12.13165164,14.64020705,15.56312196,14.99773303,15.78847547,16.1935294,16.96410664,19.13239264,20.2013964,22.14902112,25.00952302,24.78873912,24.16378619
CO2,GIB,Gibraltar,0.069483655,0.069493138,0.059581799,0.059977723,0.060032589,0.063028208,0.062464906,0.059377377,0.056228265,0.078781418,0.093954503,0.087586293,0.097620422,0.088156366,0.084943213,0.091153102,0.117133469,0.12859345,0.143888376,0.13745603,0.143833892,0.203022773,0.240975027,0.244078807,0.288217635,0.28191201,0.2881743,0.297549909,0.313179584,0.325651596,0.341221345,0.349978721,0.356241695,0.362506643,0.393764957,0.406282353,0.425103371,0.422035278,0.431319325,0.471906887,0.475054481,0.459445157,0.468848908,0.49995722,0.537340164,0.58724624,0.612355492,0.649826455,0.689732511,0.71739068,0.639415704,0.646666898,0.674972413,0.688587903
CO2,GIN,Guinea,0.4593615,0.462098552,0.464671548,0.48066001,0.513614036,0.530440333,0.550008749,0.569986336,0.581850263,0.661438727,0.650283605,0.615987918,0.5859005,0.646082123,0.628447111,0.589019288,0.737047203,1.072138259,1.006197164,0.906362824,0.945592776,0.917838751,0.822829465,0.848100732,0.861645768,0.877611149,0.909277499,0.919563009,0.952107025,0.984980705,1.471015084,1.566187993,1.688876869,1.784638203,1.829331457,1.753895772,1.874554051,1.935642944,2.070274729,2.193228188,2.521446634,2.676273808,2.543946718,2.297154983,2.379142173,2.845213027,3.202914817,3.212703755,3.246666022,3.446163208,3.601072762,3.672964134,3.808831551,3.715383288
CO2,GLP,Guadeloupe,0.185141965,0.1881536,0.221564271,0.225304672,0.208467628,0.237208573,0.224056708,0.24358879,0.247042994,0.247372463,0.244611961,0.306086918,0.346750117,0.376982329,0.425286873,0.400368968,0.418926795,0.497140233,0.576410435,0.627383656,0.687364899,0.731954774,0.685501493,0.735507498,0.771340395,0.753464065,0.741561026,0.774614694,0.789612591,0.797544555,0.617038158,0.643147879,0.672459212,0.6964482,0.669275487,0.68142747,0.761860681,0.819182084,0.829891107,0.893187631,1.015810873,1.11141079,1.110002023,1.113122311,1.11348161,1.115669342,1.114120074,1.11415359,1.116784556,1.115620579,1.114766799,1.114768998,1.114768974,1.167141168
CO2,GMB,The Gambia,0.079221207,0.079250985,0.07888073,0.081636478,0.088107714,0.091529841,0.094905484,0.098272561,0.099862577,0.115225033,0.113130879,0.108342647,0.100610777,0.110156433,0.115952448,0.115602291,0.108692817,0.185653748,0.170520692,0.15729559,0.122282537,0.152452945,0.129669536,0.1359338,0.155996486,0.148849435,0.154442403,0.154523127,0.167693022,0.172706578,0.268188745,0.296109961,0.307665537,0.312625396,0.325966479,0.331258454,0.370514226,0.385857084,0.392323893,0.435095095,0.442716355,0.467659787,0.450277714,0.451834338,0.48484491,0.504308497,0.508431801,0.512287761,0.517130325,0.559376108,0.587271138,0.597509605,0.624145174,0.60583061
CO2,GNB,Guinea-Bissau,0.044174788,0.04420261,0.044014055,0.045529438,0.049070531,0.050948406,0.052796187,0.054639384,0.055513508,0.063899838,0.062781544,0.060185193,0.055987979,0.061206097,0.078256094,0.087526475,0.078456996,0.182838962,0.193504087,0.180980139,0.168696129,0.211350033,0.189316311,0.203508809,0.202814453,0.208355156,0.206152217,0.216238765,0.220355628,0.226914453,0.202706437,0.210146944,0.221999012,0.262337221,0.269608092,0.275627195,0.2919183,0.306675203,0.292868591,0.309960666,0.315250875,0.321282602,0.32468922,0.333774834,0.342167614,0.359426328,0.375123055,0.300253175,0.302079584,0.320202387,0.335466956,0.341308846,0.356451236,0.346017421
CO2,GNQ,Equatorial Guinea,0.041611328,0.041598135,0.047873478,0.028889784,0.035219097,0.038240573,0.038326425,0.038313488,0.073438949,0.070399011,0.064163137,0.083223572,0.064016928,0.041935156,0.04503062,0.042191855,0.048421292,0.051508667,0.057888736,0.077161464,0.071086334,0.074097249,0.074124991,0.077157348,1.211709295,1.287283503,1.40786427,1.936229844,2.354203211,2.572774357,2.744625904,3.600605608,3.212236624,3.590569753,6.279860644,6.395675071,6.386334482,7.136403956,6.606718751,5.477848384,5.715902913,5.95399244,5.595088849,5.723319791,5.717868683,5.406875291,5.389252823,4.887037333,4.682641095,4.555088885,4.468988328,4.358191248,4.161193244,3.776752854
CO2,GRC,Greece,28.85805745,29.90743568,36.72887309,39.2982914,38.51037606,40.51226209,45.46456249,47.68658611,50.30371226,53.21607005,53.32805174,53.00844922,54.14761381,57.63205661,59.03342117,62.44689224,62.03994455,67.22963952,71.73624614,76.4173846,77.90224664,77.92859317,80.05657599,79.58350114,81.20565646,84.25341467,84.24185883,85.19124099,88.64339151,88.89362461,96.05458039,98.10937398,98.0738433,101.8317227,101.5758785,103.6244215,102.378388,105.9982199,101.8303618,96.21410874,89.09191574,86.13566957,81.54619637,73.86585763,71.00420071,69.44755198,68.15603477,68.37891123,66.58230566,61.61906064,52.37293812,54.19844111,54.93229796,51.67400117
CO2,GRD,Grenada,0.011217802,0.011207532,0.013595837,0.013712628,0.012241428,0.014768231,0.013407369,0.014775872,0.014775915,0.014614046,0.01444996,0.018809786,0.017601127,0.017258093,0.019171174,0.019240175,0.023145901,0.030517689,0.033947282,0.034803975,0.050773112,0.050992673,0.05271183,0.059371388,0.069351284,0.062304265,0.066515783,0.090747864,0.07915161,0.080185682,0.057310716,0.05824028,0.063255031,0.069551483,0.06624208,0.071162317,0.081172809,0.090243715,0.0986463,0.10608089,0.118734502,0.091859836,0.094973614,0.122463931,0.10992331,0.116982379,0.127435137,0.127865275,0.13077198,0.150150971,0.121855023,0.134787027,0.135345136,0.142698104
